# framerates.csv
# Slowdown/speed up movies for specific image ranges
# --------------------------------------------------------------------------------

# This file does NOT need to be sorted, since it's all read into a dictionary
# at the moment.

# nframes is the number of frames to show each image -
# the default is 1, anything higher slows the movie down that amount -
# must be an integer.

# The main frame rate is set in config.py - config.movieFrameRate.
# These values are all based on a frame rate of 25fps.

# Can set 'sticky' overrides by appending a '+' to the imageId -
# the frame rate will stick for that target until turned off with a '-',
# at which point the standard framerate calculations will resume.
# eg
# c1238432+,4
# c1239382,1
# c1239399-

# the best way i've found to make this file is to run vg target ___,
# then look through the images in the targets folder.
# move all the bad frames to another folder, eg desktop/removethese.
# then, set the first image to C123456+,1
# then highlight any cool frames with C123456,25 or something
# then select all the image files in the removethese folder
# and copy them, then can paste them into this editor and it'll paste the filenames.
# eg C123456,0
# so replace the ,0 with ,0 to remove that image
# then select all those image rows and sort ascending
# then run vg clips or vg movies





fileId,nframes,notes

# ----------------------------------------
# Jupiter1
# ----------------------------------------

# Jupiter

# wide
# C1550829 start
#. starts wobbling here - could fix someday with C kernels azimuth?
C1618137+,0
# receeding crescent - goes further than the NA view
# C1644034+,1
# C1654639+,1
# most stable sequence starts here
C1652610+,1
# C1757412 last frame

# narrow
# red-spot approach movie - generated with extras/redspotApproach.py
C1464337+,0
C1465333,2
C1466558,2
C1467821,2
C1469046,2
C1470311,2
C1471534,2
C1472759,2
C1474024,2
C1475249,2
C1476512,2
C1477737,2
C1479002,2
C1480225,2
C1481450,2
C1482715,2
C1483938,2
C1485203,2
C1486428,2
C1487651,2
C1488916,2
C1490141,2
C1491404,2
C1492629,2
C1493854,2
# corrections to redspotApproach.py output
C1495119,2
C1496342,2
C1497607,2
C1498832,2
C1500055,2
C1501320,2
C1502545,2
C1503808,2
C1505033,2
C1506258,2
# back to working
C1507521,2
C1508746,2
C1510011,2
C1511234,2
C1512459,2
C1513724,2
C1514949,2
C1516212,2
C1517437,2
C1518702,2
C1519925,2
C1521150,2
C1522415,2
C1523638,2
C1524903,2
C1526128,2
C1527353,2
C1528616,2
C1529841,2
C1531104,2
C1532333,2
C1533554,2
# last red spot approach frame
C1534819,2
# then starts rotation sequence
# trim down a bit for now - too long and not stable yet
C1537728+,0
C1538528+,1
C1542032+,0
# last rotation frame
# C1550852
#. edit out the very chaotic quadrant mosaic frames
C1550858+,0
# nearly good red spot image
# C1607923,10
C1607929+,0
# last frame
# C1607953
# slow down on the two color psychedelic clouds
#. could cut this segment short also, for now
# first two color frame
# C1608711,25
#. maybe hide all the 'non-interesting' ones for now, though they're all interesting
# C1609105+,2
C1609105+,0

# 'best' frames
# padded out with some good images to extend length to match music
C1615559,40
C1616357,40
C1618321,40
C1620312,40
C1620316,40
C1620503,40
C1620746,40
C1620811,40
C1620848,40
C1621014,40,padding from good images
C1621324,40
C1621441,40
C1621726,40
C1621742,40
C1622216,40
C1622321,40
C1622541,40
C1622622,40
C1622630,40
C1622643,40
C1622647,40
C1623105,40
C1623838,40,padding from good images
C1625115,40
C1625131,40
C1625602,40
C1625606,40
C1625819,40
C1625937,40,padding from good images
C1625945,40
C1626202,40
C1626242,40,padding from good images
C1626525,40
C1626534,40
C1626550,40
C1626558,40
C1626722,40
C1626831,40
C1627057,40,padding from good images
C1627153,40
C1627639,40
C1627643,40
C1628119,40
C1628721,40
C1628857,40,padding from good images
C1630028,40
C1630036,40
C1630942,40,padding from good images
C1630955,40
C1631046,40
C1631332,40
C1631445,40
C1631536,40
C1631636,40
C1631738,40
C1631755,40
C1631836,40
C1631913,40
C1631930,40
C1631942,40
C1632420,40
C1632435,40
C1632528,40
C1632551,40
C1632559,40
C1632613,40
C1632621,40
C1633639,40
C1634047,40
C1634137,40
C1636458,40
C1636956,40
C1637312,40
C1637616,40
C1637700,40
#. wa additions?
# C1637713,40,3color
# C1637804,40,3color
# C1637948,40,grs 3 color
# C1638008,40,grs 3 color
# C1638028,40,grs
# C1638116,40,nice 3 color
C1638729,40
C1641716,40

# 'good' frames
# C1616624,40
# C1618610,40
# C1618821,40
# C1618825,40
# C1618841,40
# C1619117,40
# C1619129,40
# C1619202,40
# C1619952,40
# C1620426,40
# C1620438,40
# C1620852,40
# C1620913,40
# C1620954,40
# C1621649,40
# C1621751,40
# C1621755,40
# C1622212,40
# C1622228,40
# C1622253,40
# C1622921,40
# C1623705,40
# C1623850,40
# C1625337,40
# C1625517,40
# C1625610,40
# C1625614,40
# C1625711,40
# C1625719,40
# C1626206,40
